SRA,BioProject,Strain,Genotype,Experiment,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR6026326,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,8h,1,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,wt_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026327,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,12h,1,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,wt_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026328,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,0m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,rel-_dark_0m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026329,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,5m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026330,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,15m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026331,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,30m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026332,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,1h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026333,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,2h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026337,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,0m,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,wt_dark_0m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026338,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,5m,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,wt_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026339,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,15m,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,wt_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026340,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,30m,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,wt_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026341,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,1h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,wt_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026342,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,2h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,wt_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026343,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,4h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 04:00:00,wt_dark_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026344,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,8h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,wt_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026345,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_dark,12h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,wt_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026346,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,0m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,rel-_dark_0m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026347,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,5m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026348,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,15m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026349,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,30m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026350,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,1h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6026351,PRJNA404081,Synechococcus elongatus PCC 7942 = FACHB-805,rel-,RNA-seq,rel-_dark,2h,2,1,0,1,1,0,0,0,1,0.16,1,0,0,0,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP117265,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP117265&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202543,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,0m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,rel-_relA+_dark_0m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202544,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,5m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_relA+_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202545,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,15m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_relA+_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202546,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,30m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_relA+_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202547,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,1h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_relA+_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202548,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,2h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_relA+_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202549,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,4h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 04:00:00,rel-_relA+_dark_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202550,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,8h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,rel-_relA+_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202551,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,12h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,rel-_relA+_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202553,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,5m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_relAE335Q_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202554,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,15m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_relAE335Q_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202555,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,30m,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_relAE335Q_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202556,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,1h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 01:00:00,rel-_relAE335Q_dark_1h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202557,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,2h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 02:00:00,rel-_relAE335Q_dark_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202558,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,4h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 04:00:00,rel-_relAE335Q_dark_4h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202559,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,8h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 08:00:00,rel-_relAE335Q_dark_8h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202560,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relAE335Q,RNA-seq,rel-_relAE335Q_dark,12h,1,1,0,1,1,0,0,0,1,0.16,1,0,0,0,1,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 12:00:00,rel-_relAE335Q_dark_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202561,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,0m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:00:00,rel-_relA+_dark_0m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202562,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,5m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:05:00,rel-_relA+_dark_5m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202563,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,15m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:15:00,rel-_relA+_dark_15m,TRUE,TRUE,TRUE,FALSE,TRUE
SRR6202564,PRJNA415380,Synechococcus elongatus PCC 7942 = FACHB-805,rel- relA+,RNA-seq,rel-_relA+_dark,30m,2,1,0,1,1,0,0,0,1,0.16,1,0,0,1,0,50,1,1,1,1,0,0,0,1,0,0,ppGpp,SRP120955,wt_dawn_0m,Genetic_characterization,TRUE,S,36,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP120955&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2017.11.067,Batch,TimeSeries,BG-11,,40,30,,,,,0 days 00:30:00,rel-_relA+_dark_30m,TRUE,TRUE,TRUE,FALSE,TRUE
